project_id,weather_station,zipcode,address,city,state,year_built,retrofit_start_date,retrofit_end_date
SEHDPS1526388786,722899,91711,,,CA,1956,,7/31/12
S8ANKU,724830,95817,,Sacramento AP,CA,1930,,3/13/12
SEHDPS1526388616,722899,91724,,,CA,1956,,6/14/12
SEHDPS1526388251,722899,91766,,,CA,1962,,12/7/11
SEHDPS1526388619,722976,91790,,,CA,1947,,6/15/12
SEHDPS1526388253,722976,91745,,,CA,1960,,12/28/11
FBDDJ3,724955,94903,,San Rafael,CA,1961,,2/15/12
SEHDPS1526388255,722899,91711,,,CA,1976,,11/21/11
SEHDPS1526388895,722976,91790,,,CA,1957,,8/23/12
SEHDPS1526388257,722899,91768,,,CA,1959,,12/22/11
SEHDPS1526388256,722899,91724,,,CA,1961,,12/9/11
SEHDPS1526388258,722899,91767,,,CA,1956,,11/7/11
A20WUH,745090,94025,,Menlo Park,CA,1948,,1/20/12
WCBND9,724936,94553,,Martinez FS,CA,1966,,12/21/11
CUYHY1,745090,94041,,San Jose,CA,1940,,1/20/12
DYA1MS,723890,93612,,Clovis,CA,1971,,10/25/11
YD4SJV,724945,95032,,Los Gatos,CA,1953,,3/13/12
JZP9B0,745160,94585,,Suisun City,CA,1977,,11/22/11
7F7PSB,724830,95823,,Sacramento AP,CA,1968,,2/3/12
JL7X2K,724955,95476,,Sonoma,CA,1980,,1/13/12
A9B04W,724945,95132,,San Jose,CA,1971,,1/24/12
9BAJER,724940,94115,,San Francisco AP,CA,1900,,9/24/11
SEHDPS1526388434,722970,90745,,,CA,1942,,2/3/12
SEHDPS1526388437,722880,91007,,,CA,1949,,6/27/12
LFWKI6,724926,95354,,Modesto,CA,1929,,8/26/11
SEHDPS1526388431,722976,91745,,,CA,1961,,4/27/12
SEHDPS1526388433,722869,92392,,,CA,Not Available,,4/10/12
SEHDPS1526388432,723820,93551,,,CA,1979,,1/11/12
G2E1FQ,724940,94044,,Pacifica,CA,1954,,1/27/12
B6ACI2,724940,94118,,San Francisco CO,CA,1949,,9/29/11
F8AVEI,723890,93710,,Fresno AP,CA,1989,,12/5/11
NLJZPB,724830,95670,,Rancho Cordova,CA,1966,,12/5/11
TD2VW6,745090,94028,,Portola,CA,1980,,3/5/12
POKXM9,724839,95776,,Woodland,CA,1985,,2/15/12
V1H5LB,745090,94024,,Los Altos,CA,1962,,1/11/12
DATYPV,724839,95677,,Rocklin,CA,1993,,10/7/11
SEHDPS1526388328,722899,91724,,,CA,1960,,12/29/11
81MEY1,724920,95330,,Stockton AP,CA,1972,,11/22/11
VA0NNA,724839,95842,,Sacramento CO,CA,1962,,3/27/12
SGHDPS1526258331,722885,90035,,,CA,1935,,10/18/12
SEHDPS1526388325,722976,92683,,,CA,Not Available,,12/14/11
G5U3WR,724930,94705,,nan,CA,1935,,1/27/12
X1B1JT,724839,95842,,Sacramento CO,CA,1977,,3/28/12
E3DJEP,724839,95662,,Orangevale,CA,1977,,2/8/12
SEHDPS1526520180,722899,91711,,,CA,2002,,10/9/12
97SJY6,724930,94530,,El Cerrito,CA,1958,,12/22/11
SEHDPS1526388923,722899,91741,,,CA,1960,,10/2/12
AFRZA5,724830,95824,,Sacramento CO,CA,1965,,5/5/11
SGHDPS1525812520,722886,91406,,,CA,1957,,3/2/12
SEHDPS1526388926,722976,91731,,,CA,1930,,9/11/12
SEHDPS1526388924,722899,91768,,,CA,1957,,10/2/12
SEHDPS1526388928,722899,91741,,,CA,1962,,9/19/12
UUVJY8,724838,95993,,Yuba City,CA,1958,,9/6/11
FRAQ7P,724930,94602,,Oakland AP,CA,1935,,1/16/12
ENVO39,724830,95864,,Sacramento CO,CA,1958,,2/8/12
5C6GA7,724940,94131,,San Francisco AP,CA,1962,,3/19/12
SEHDPS1526388937,722880,91001,,,CA,1925,,10/1/12
WP9NKG,724936,94563,,Orinda,CA,1959,,2/23/12
Y5I8YI,724830,95762,,El Dorado Hills,CA,1988,,9/2/11
7RWKBB,723890,93710,,Fresno AP,CA,1987,,3/3/12
RZQV38,724920,95209,,Stockton AP,CA,1979,,9/1/11
L1WKRL,724920,95336,,Manteca,CA,1990,,8/25/11
6HNZKQ,724930,94705,,Piedmont,CA,1940,,3/16/12
ELFZOK,724940,94134,,San Francisco CO,CA,1948,,11/18/11
1JL4AU,724945,95118,,San Jose,CA,1961,,1/18/12
ZG9P2A,724940,94121,,San Francisco AP,CA,1914,,2/2/12
2OFUT9,724830,95628,,Fair Oaks,CA,1959,,3/7/12
BJRGKW,724930,94611,,Oakland Museum,CA,1956,,2/13/12
I81ZXO,724830,95630,,Folsom Dam,CA,1965,,12/26/11
FHEPKI,724830,95864,,Sacramento AP,CA,1969,,11/28/11
SEHDPS1526388380,723925,93111,,,CA,1964,,2/13/12
K9T58O,724940,94131,,San Francisco AP,CA,1900,,2/23/12
RWC7Y2,724839,95677,,Rocklin,CA,1978,,2/21/12
QN40OZ,724839,95677,,Rocklin,CA,1990,,2/16/12
SEHDPS1526388759,722869,92407,,,CA,Not Available,,6/14/12
5CY7KY,724837,95603,,Auburn,CA,1988,,12/8/11
SNCT01,724940,94066,,San Bruno,CA,1917,,2/20/12
4SU7PR,724940,94014,,Cuyamaca,CA,1962,,1/17/12
4RXGZG,724830,95608,,Carmichael,CA,1961,,12/2/11
YZPMG9,724830,95628,,Fair Oaks,CA,1967,,3/7/12
D37MPB,724940,94002,,Belmont,CA,1960,,12/23/11
36WUUK,725847,95255,,West point,CA,1981,,10/31/11
QW5DD9,724830,95819,,Citrus Heights,CA,1938,,10/31/11
IXBY4Z,724926,95307,,Ceres,CA,1973,,2/3/12
YW2WI8,724920,95206,,Stockton AP,CA,1999,,1/2/12
WGF9XQ,724830,95762,,nan,CA,1973,,10/20/11
5BCBWP,724940,94070,,San Carlos,CA,1941,,1/11/12
IWUE3A,724830,95608,,Carmichael,CA,1961,,2/16/12
SEHDPS1526388751,722976,90605,,,CA,1952,,8/22/12
DWBY9B,724830,95670,,Carmichael,CA,1956,,11/17/11
Y9DGH7,724830,95630,,Folsom Dam,CA,1991,,3/22/12
CVY4QL,724920,95209,,Stockton AP,CA,1984,,8/22/11
PC1EJS,724830,95831,,Sacramento CO,CA,1962,,12/6/11
6F9YUP,724830,95630,,Folsom,CA,1994,,1/4/12
KFKGQQ,724839,95610,,Citrus Heights,CA,1976,,2/28/12
SEHDPS1526388204,722976,90630,,,CA,1965,,11/1/11
KCSA11,724936,94510,,Benicia,CA,2000,,12/20/11
6OKPQX,724940,94941,,Mill Valley,CA,1989,,1/25/12
LZ5KN3,724830,95758,,Elk Grove,CA,1997,,9/9/11
5SMC6T,724957,95452,,Santa Rosa,CA,1972,,3/7/12
YXF3M8,724830,95818,,Sacramento CO,CA,1924,,1/16/12
NTWGIQ,724920,95203,,Stockton AP,CA,1926,,1/9/12
EAJ9NK,745090,94043,,Mountain View,CA,1964,,2/17/12
XKIKTH,724830,95630,,Folsom Dam,CA,1996,,1/23/12
S7GQYN,724830,95623,,El Dorado Hills,CA,1986,,9/6/11
A6OVK7,724830,95864,,Sacramento AP,CA,1951,,9/13/11
Q6TPCY,725845,95945,,Grass Valley,CA,1985,,10/28/11
TF34UP,724955,94930,,Fairfax,CA,1954,,1/5/12
WT9KNR,724839,95650,,Loomis,CA,1991,,9/6/11
9VC007,724830,95818,,Sacramento AP,CA,1927,,3/21/12
DNLOHC,724940,94030,,Millbrae,CA,1951,,12/9/11
V0H1TL,724830,95832,,West Sacramento,CA,1965,,1/27/12
KRZ038,724945,95136,,San Jose,CA,1976,,12/19/11
SGHDPS1526228000,722880,90041,,,CA,1928,,9/6/12
XXB4H0,724955,94589,,Vallejo,CA,1961,,12/29/11
852LAA,725905,95410,,Santa Rosa,CA,1915,,2/16/12
3986925707,722903,92117,2775 POWHATAN AVE,San Diego,CA,1956,,5/24/12
KLXHMU,724830,95628,,Fair Oaks,CA,1972,,2/27/12
D8JKLD,724940,94127,,San Francisco AP,CA,1930,,11/21/11
9APZ9U,724830,95632,,Galt,CA,1991,,12/12/11
SGHDPS1526043470,723896,93631,,,CA,1937,,5/7/12
J2CMHV,724839,95662,,Orangevale,CA,1986,,3/20/12
IBRC5V,724955,94930,,Fairfax,CA,1925,,2/15/12
AJR5IW,724936,94805,,San Pablo,CA,1925,,2/22/12
4BECAM,724955,94901,,San Rafael,CA,1925,,1/29/12
SGHDPS1525985748,722956,90043,,,CA,1938,,8/12/12
UNRTXO,724830,95821,,Sacramento AP,CA,1955,,2/16/12
ZBYQ40,724940,94112,,San Francisco CO,CA,1880,,2/4/12
005IAI,745090,94086,,Sunnyvale,CA,1963,,3/3/12
TJF41D,724830,95608,,Carmichael,CA,1960,,1/17/12
1070752574,722904,91910,1386 VALENCIA LOOP,Chula Vista,CA,1974,,4/23/12
W4PRZX,724920,95203,,Stockton AP,CA,1900,,1/31/12
0GMUUT,723890,93726,,Fresno AP,CA,1960,,3/8/12
E9D05Z,724940,94066,,San Bruno,CA,1940,,1/18/12
KTCKZY,724839,95747,,Roseville,CA,2001,,3/7/12
JRYI2N,724936,94563,,Orinda,CA,1952,,2/17/12
9TTJX4,724830,95758,,Elk Grove,CA,1994,,1/18/12
9122599829,722900,92104,2454 HALLER ST,San Diego,CA,1994,,9/1/11
Q1XA37,724936,94801,,Richmond,CA,1951,,1/26/12
DAWQ6B,724940,94014,,Daly City,CA,1963,,2/23/12
4FANPO,724940,94402,,San Mateo,CA,1946,,1/1/12
SEHDPS1526388182,722950,90266,,,CA,1950,,10/11/11
K4T3GP,724930,94530,,El Cerrito,CA,1955,,2/15/12
0UK4QB,724830,95608,,Carmichael,CA,1959,,3/8/12
DXYV19,724930,94601,,Oakland AP,CA,1926,,1/6/12
4IHCPT,724839,95677,,Rocklin,CA,1974,,12/19/11
W1FG46,724920,95215,,Stockton AP,CA,1969,,1/20/12
1WM744,724945,95030,,Los Gatos,CA,1957,,12/1/11
73E5NG,724830,95628,,Fair Oaks,CA,1969,,2/15/12
VC6QVP,724955,94930,,Fairfax,CA,1959,,12/12/11
LBQMYK,724838,95901,,Marysville,CA,2005,,1/27/12
LMPT5L,724930,94706,,Albany,CA,1920,,10/18/11
40ZF7V,724930,94703,,Berkeley,CA,1908,,3/1/12
GKQ1ED,724830,95670,,Fair Oaks,CA,1993,,11/3/11
72HPQD,724940,94066,,San Bruno,CA,1959,,10/27/11
GOANNS,724927,94526,,Danville,CA,1989,,1/23/12
E8AIVH,724936,94549,,Lafayette,CA,1979,,2/1/12
SWPQ4W,724920,95210,,Stockton AP,CA,1971,,3/26/12
CGNPKW,724940,94122,,San Francisco CO,CA,1977,,12/30/11
3NLMJ3,724830,95864,,Sacramento CO,CA,1952,,1/16/12
SEHDPS1526388225,722976,91791,,,CA,1953,,10/24/11
SEHDPS1526388226,722886,91302,,,CA,1979,,10/11/11
SEHDPS1526388227,722956,90274,,,CA,1930,,5/17/12
SEHDPS1526388220,722976,91755,,,CA,1979,,12/22/11
SEHDPS1526388222,722970,90746,,,CA,1964,,2/3/12
SEHDPS1526388223,722956,90275,,,CA,1958,,10/5/11
717LHR,724940,94116,,San Francisco CO,CA,1926,,3/1/12
X8K6KB,724830,95828,,Sacramento CO,CA,1986,,11/23/11
WAGBBG,724940,94127,,San Francisco AP,CA,1950,,1/11/12
QS14SW,745090,94025,,Menlo Park,CA,1938,,10/20/11
4RPER4,724945,95132,,San Jose,CA,1969,,3/14/12
WKZ58N,724940,94002,,Belmont,CA,1963,,1/27/12
3B0NOP,724945,95125,,San Jose,CA,1958,,3/5/12
6DWP9X,724839,95616,,Davis,CA,1982,,2/21/12
3Z32CT,724935,94546,,Castro Valley,CA,1952,,3/2/12
TW2F96,724930,94501,,Alameda NAS,CA,1925,,1/10/12
3UNPHZ,724830,95628,,Fair Oaks,CA,1975,,11/23/11
SEHDPS1526388686,722976,91790,,,CA,1953,,7/17/12
SEHDPS1526388687,722899,91711,,,CA,1976,,5/3/12
QLPI8R,724930,94602,,Oakland AP,CA,1935,,1/31/12
SEHDPS1526388685,722976,91706,,,CA,1948,,5/29/12
SEHDPS1526388682,722885,90232,,,CA,1940,,8/26/12
SEHDPS1526388683,722976,91722,,,CA,1955,,5/18/12
2292388902,722904,91911,861 VISTA WAY,Chula Vista,CA,1942,,4/16/12
U04OXK,724930,94706,,Albany,CA,1925,,3/1/12
SEHDPS1526388131,723926,91361,,,CA,1969,,6/1/11
SEHDPS1526388132,722899,91711,,,CA,1960,,4/29/11
SEHDPS1526388134,722899,91711,,,CA,1895,,9/2/11
SEHDPS1526388136,722899,91710,,,CA,1957,,8/1/11
SEHDPS1526388689,722899,91711,,,CA,1979,,5/14/12
0RMP4F,724830,95670,,Rancho Cordova,CA,1959,,1/27/12
QQ4K70,724830,95628,,Fair Oaks,CA,1964,,12/5/11
F2SSKB,724830,95820,,Sacramento CO,CA,1926,,3/14/12
9PR0Q7,724830,95821,,Sacramento AP,CA,1950,,8/3/11
6JGMPC,724839,95695,,Woodland,CA,1970,,9/20/11
FU8L0B,724830,95826,,Sacramento CO,CA,1965,,3/21/12
EL2GQR,724935,94542,,Hayward,CA,1956,,3/29/12
NUCNQ3,724940,94132,,San Francisco AP,CA,1938,,10/27/11
L6AI6C,724930,94610,,Oakland AP,CA,1924,,2/22/12
4DJHYI,724830,95831,,Sacramento AP,CA,1984,,3/6/12
TXBCMS,724815,95301,,Atwater,CA,1997,,9/2/11
BRYJ6U,724940,94066,,San Bruno,CA,1980,,3/2/12
SEHDPS1526388358,722899,91724,,,CA,1963,,2/3/12
SEHDPS1526388359,722899,91724,,,CA,1961,,2/29/12
SGHDPS1525777059,722880,91107,,,CA,1953,,2/10/12
SEHDPS1526388356,722886,91354,,,CA,1971,,12/27/11
SEHDPS1526388357,722976,91722,,,CA,1962,,12/29/11
SEHDPS1526388350,722976,91722,,,CA,1954,,12/8/11
SEHDPS1526388351,722899,91711,,,CA,Not Available,,2/3/12
SEHDPS1526388352,722899,91724,,,CA,1963,,1/11/12
H3UDUE,724920,95209,,Stockton AP,CA,1979,,1/30/12
859P6Y,724930,94530,,El Cerrito,CA,1949,,12/13/11
EWULRI,724940,94066,,San Bruno,CA,1950,,11/27/11
OTQVUN,724940,94066,,San Bruno,CA,1942,,12/15/11
SEHDPS1526388916,722976,91790,,,CA,1954,,10/8/12
SEHDPS1526388917,722976,91744,,,CA,1992,,9/17/12
SEHDPS1526388915,722976,91744,,,CA,1957,,10/8/12
6SO15L,724830,95762,,El Dorado Hills,CA,1994,,10/27/11
SEHDPS1526388913,722976,91006,,,CA,1950,,10/8/12
SEHDPS1526388911,722976,91790,,,CA,1953,,9/14/12
35AHVD,724936,94803,,El Sobrante,CA,1978,,10/3/11
SEHDPS1526388918,722976,91016,,,CA,1908,,8/31/12
D2TWAT,724920,95207,,Stockton AP,CA,1975,,10/25/11
SGHDPS1526228340,722886,91307,,,CA,1960,,6/21/12
BTFGKM,724920,95207,,Stockton AP,CA,1962,,9/6/11
YDU0YQ,724830,95831,,Sacramento AP,CA,1979,,3/15/12
XUCFYP,724940,94401,,San Mateo,CA,1955,,3/1/12
U9WOW6,724926,95307,,Ceres,CA,1952,,11/30/11
W6E7JW,724930,94706,,Albany,CA,1918,,3/13/12
M4SXTO,724927,94588,,Pleasanton,CA,1971,,12/16/11
91ZPV1,745090,94028,,Woodside,CA,1956,,1/17/12
2D0YON,724945,95035,,Milpitas,CA,1957,,2/7/12
SGHDPS1525861076,722885,90066,,,CA,1943,,3/26/12
GPDW8D,724955,94930,,Fairfax,CA,1966,,1/30/12
SGHDPS1525798860,722886,91411,,,CA,1951,,2/22/12
TKTR6G,724945,95032,,Los Gatos,CA,1978,,11/16/11
QOX88A,724920,95207,,Stockton AP,CA,1953,,2/29/12
SEHDPS1526386127,722899,91724,,,CA,1956,,7/6/12
6138508519,722904,91911,151 LOTUS DR,Chula Vista,CA,1960,,12/14/11
Q90YFP,724957,94928,,Rohnert Park,CA,1976,,3/10/12
6CHX5Q,724930,94602,,Oakland AP,CA,1941,,12/21/11
ZR5N1K,724839,95841,,Sacramento AP,CA,1955,,12/29/11
7GDMQD,724815,95340,,Merced AP,CA,1989,,11/28/11
67JB6P,724935,94555,,Fremont,CA,1969,,2/27/12
SEHDPS1526386128,722899,91711,,,CA,Not Available,,6/14/12
KAI7GT,724957,95404,,Santa Rosa,CA,1975,,2/25/12
IPLVLD,745090,94025,,Menlo Park,CA,1927,,10/10/11
PQ1WVY,724930,94530,,El Cerrito,CA,1952,,2/8/12
VLAXIJ,724920,95204,,Stockton AP,CA,1988,,11/18/11
DH2744,724926,95350,,Modesto,CA,1954,,3/1/12
34QTS8,724830,95630,,Folsom,CA,1997,,2/6/12
SEHDPS1526388704,722885,90232,,,CA,1947,,6/1/12
RI617F,724930,94804,,Berkeley,CA,1947,,3/7/12
OP5LFT,724936,94510,,Benicia,CA,1983,,2/26/12
XSZZG8,724940,94131,,San Francisco CO,CA,1962,,3/15/12
AOEJ09,724940,94010,,Burlingame,CA,1949,,2/17/12
5ZDXKG,724830,95831,,Sacramento CO,CA,1972,,4/11/11
ECSKDE,724940,94123,,San Francisco CO,CA,1907,,11/17/11
6KFYFH,724940,94124,,San Francisco AP,CA,1941,,12/7/11
SWGLK3,724936,94520,,Concord,CA,1955,,12/14/11
TYS3AU,724930,94925,,Corte Madera,CA,1950,,3/2/12
FFALOK,724830,95758,,Elk Grove,CA,2001,,12/9/11
XXUCIY,724940,94002,,Belmont,CA,1977,,3/8/12
KI78EQ,745090,94061,,Redwood City,CA,1952,,1/28/12
WHT9ES,723890,93612,,Clovis,CA,1973,,11/12/11
KCXM7M,724936,94563,,Orinda,CA,1952,,3/7/12
HJP0T1,724830,95864,,Sacramento AP,CA,1951,,12/27/11
946BLJ,724920,95219,,Stockton AP,CA,1973,,10/10/11
6WUB9E,724839,95610,,Citrus Heights,CA,1979,,12/8/11
GEXB7K,724839,95677,,Rocklin,CA,1976,,10/31/11
03H1BV,724926,95355,,Modesto,CA,1955,,9/28/11
9044432205,722904,91910,165 J ST,Chula Vista,CA,1947,,6/20/12
8073385303,722904,91910,542 GUAVA AVE,Chula Vista,CA,1960,,5/31/12
SEHDPS1526388574,722899,91741,,,CA,1959,,5/18/12
SEHDPS1526388708,722976,91722,,,CA,1955,,7/11/12
SEHDPS1526388575,722976,90703,,,CA,1969,,4/6/12
HKZLHS,724838,95993,,Yuba City,CA,1993,,8/31/11
O9X2D8,724940,94403,,San Mateo,CA,1948,,3/3/12
RQ85E2,724839,95765,,Rocklin,CA,1986,,11/4/11
3KP0L6,724837,95603,,Auburn,CA,1982,,2/14/12
1QS3NI,724830,95818,,Sacramento CO,CA,1938,,2/1/12
SGHDPS1525975342,722880,90041,,,CA,1912,,4/4/12
FTW094,724839,95843,,Roseville,CA,1993,,2/20/12
HN5MVM,724830,95608,,Carmichael,CA,1970,,3/8/12
3FYWNR,724940,94112,,San Francisco CO,CA,1929,,3/8/12
9WNBI6,724935,94544,,Hayward,CA,1996,,9/15/11
SGHDPS1525985775,722950,90045,,,CA,1948,,5/21/12
NN4V99,723890,93711,,Fresno AP,CA,1959,,8/3/11
56YILR,724930,94804,,Richmond,CA,1920,,1/10/12
A1IZ15,724957,95404,,Santa Rosa,CA,1981,,1/20/12
X48RV9,724830,95670,,Rancho Cordova,CA,1954,,3/19/12
FNG03Z,724957,95472,,Sebastapol,CA,1955,,10/25/11
EEGXAH,724839,95661,,Roseville,CA,1982,,11/26/11
CN5Q0G,724926,95355,,Modesto,CA,1976,,1/25/12
0XCZDC,724945,95121,,San Jose,CA,1967,,3/4/12
YLZXY8,724930,94707,,Berkeley,CA,1911,,2/28/12
3V8ALV,724936,94510,,Benicia,CA,1973,,3/6/12
6232069551,722903,92117,3202 MOHICAN AVE,San Diego,CA,1965,,5/15/12
KEHHRH,724940,94941,,Mill Valley,CA,1950,,1/10/12
SGHDPS1525808346,722880,90041,,,CA,1952,,2/28/12
4EM3HN,724830,95608,,Carmichael,CA,1961,,11/17/11
GXHHQW,724920,95205,,Stockton AP,CA,1966,,11/14/11
8AUVQE,724830,95682,,Cameron Park,CA,1979,,3/8/12
R9CD1Z,724940,94002,,Belmont,CA,1955,,2/28/12
Q4DE1Q,745160,94585,,Suisun City,CA,1976,,11/8/11
SGHDPS1526244770,722886,91324,,,CA,1960,,7/16/12
U6JFUA,724957,95405,,Santa Rosa,CA,1979,,2/23/12
GXSENW,725905,95482,,Ukiah,CA,1954,,10/19/11
YLM0Y0,724945,95070,,Saratoga,CA,1938,,1/28/12
SGHDPS1525975566,722886,91307,,,CA,1957,,4/9/12
WU7F6C,724940,94117,,San Francisco CO,CA,1910,,2/17/12
11AI8U,724957,95405,,Santa Rosa,CA,1959,,3/6/12
SGHDPS1526035280,722956,90501,,,CA,1955,,7/5/12
ACW2NC,724839,95677,,Rocklin,CA,1989,,10/12/11
MK54AP,745090,94041,,Mountain View,CA,1959,,3/12/12
ZIFBW9,724940,94122,,San Francisco CO,CA,1938,,12/16/11
PO7LI5,724955,94954,,Petaluma FS 2,CA,1971,,2/29/12
BV3SOJ,724815,95388,,Winton,CA,1930,,2/10/12
NJITVB,724945,95008,,Campbell,CA,1958,,1/20/12
JJGZKC,745090,94025,,Menlo Park,CA,1950,,1/9/12
SGHDPS1525779780,722880,91208,,,CA,1948,,2/13/12
1KNLGN,724830,95665,,Pine Grove,CA,1981,,2/10/12
MJWRFC,745090,94061,,Redwood City,CA,1967,,3/13/12
U55ZM5,724955,94904,,Kentfield,CA,1956,,1/27/12
4CEAVI,724940,94080,,South San Francisco,CA,1955,,3/7/12
H1HM62,724839,95610,,Citrus Heights,CA,1971,,10/22/11
X332G9,724930,94618,,Oakland AP,CA,1913,,3/19/12
YL9KPA,724920,95209,,Stockton AP,CA,1979,,12/30/11
SEHDPS1526388236,722869,92504,,,CA,1990,,12/10/11
SEHDPS1526388235,722860,92557,,,CA,1978,,11/23/11
SEHDPS1526388233,722956,90274,,,CA,1959,,3/19/12
SEHDPS1526388232,722885,90405,,,CA,1938,,1/17/12
SEHDPS1526388231,722860,92544,,,CA,1961,,10/29/11
P4QK88,724830,95672,,Cameron Park,CA,1981,,7/7/11
SEHDPS1526388239,723925,93111,,,CA,1962,,12/9/11
16N0KT,724940,94066,,San Bruno,CA,1959,,12/16/11
GOKRQR,724935,94544,,Hayward,CA,1951,,1/31/12
SEHDPS1526388297,722899,91768,,,CA,1947,,12/10/11
7EFGL6,724936,94565,,Pittsburg,CA,1950,,11/9/11
T8K2GZ,724830,95608,,Carmichael,CA,1977,,2/2/11
KQLX3H,724830,95822,,Sacramento AP,CA,1948,,10/14/11
DGMCPG,724839,95841,,Sacramento CO,CA,1978,,2/7/12
OULND8,745090,94086,,Sunnyvale,CA,1962,,12/17/11
VKOIP1,724940,94002,,Belmont,CA,1947,,1/19/12
074GRB,724936,94563,,Orinda,CA,1960,,3/9/12
HMFY3V,724830,95628,,Fair Oaks,CA,1965,,9/28/11
LDBDW4,724940,94134,,San Francisco CO,CA,1958,,11/25/11
SEHDPS1526388129,722880,91001,,,CA,1910,,3/29/11
SEHDPS1526388874,722976,91006,,,CA,1946,,8/29/12
SEHDPS1526388123,723926,91362,,,CA,1976,,3/25/11
SEHDPS1526388122,723926,93010,,,CA,1978,,3/25/11
SEHDPS1526388121,722899,91710,,,CA,1995,,4/25/11
SEHDPS1526388120,722956,90043,,,CA,1948,,9/27/11
SEHDPS1526388127,722886,91302,,,CA,1972,,3/29/11
A4AFUU,724830,95818,,Sacramento AP,CA,1975,,11/15/11
SEHDPS1526388125,723927,93041,,,CA,1961,,3/30/11
SEHDPS1526388124,722976,91006,,,CA,1953,,3/25/11
SGHDPS1526291859,722886,91316,,,CA,1948,,9/5/12
NGKHMM,724830,95608,,Carmichael,CA,1971,,1/30/12
476866,724920,95209,,Stockton AP,CA,1975,,12/16/11
2FJTCW,724955,94945,,Novato,CA,1978,,3/15/12
SO484S,724940,94015,,Daly City,CA,1956,,1/13/12
SEHDPS1526388349,722970,90803,,,CA,1920,,8/24/12
SEHDPS1526388348,722976,90650,,,CA,1949,,3/30/12
SEHDPS1526388347,722899,91724,,,CA,1956,,12/27/11
SEHDPS1526388346,722886,91302,,,CA,1976,,2/21/12
SEHDPS1526388345,722899,91711,,,CA,1962,,6/13/12
SEHDPS1526388344,722976,91720,,,CA,1952,,4/12/12
SEHDPS1526388343,722976,91746,,,CA,1957,,12/27/11
SEHDPS1526388342,722976,91731,,,CA,1950,,3/5/12
KFSIE4,724940,94122,,San Francisco CO,CA,1927,,2/2/12
SEHDPS1526388340,722899,91768,,,CA,1940,,11/17/11
E6H32A,724945,95127,,San Jose,CA,1961,,12/20/11
SE3FT5,724945,95125,,San Jose,CA,1954,,2/23/12
SPXPJP,724945,95035,,Milpitas,CA,1959,,3/1/12
3HXUYW,724830,95640,,Ione,CA,1965,,11/7/11
SEHDPS1526388908,722976,91791,,,CA,1953,,8/19/12
SEHDPS1526388900,722976,91790,,,CA,1957,,9/14/12
XZSMA9,724830,95762,,El Dorado Hills,CA,1995,,3/14/12
SEHDPS1526388902,722976,91706,,,CA,1918,,10/1/12
SLVGUI,724920,95205,,Stockton AP,CA,1969,,1/4/12
YODV1F,722897,93401,,San Luis Obispo,CA,1972,,11/4/11
K4LVFL,724940,94066,,South San Francisco,CA,1950,,3/8/12
67WX6R,723896,93618,,Dinuba,CA,1978,,11/17/11
JPPD7D,745090,94025,,Berkeley,CA,1929,,7/21/11
ZO6M6Z,724830,95864,,Sacramento AP,CA,1972,,3/17/12
PGSY9A,724830,95608,,Carmichael,CA,1953,,2/24/12
YZ3LFA,724920,95642,,Ione,CA,1992,,9/19/11
SGHDPS1526105088,722886,91304,,,CA,1952,,5/24/12
HXNJ5U,724940,94002,,Belmont,CA,1950,,1/11/12
XA4N6U,724940,94131,,San Francisco AP,CA,1940,,12/7/11
W9XYCU,724830,95831,,Sacramento CO,CA,1966,,3/6/12
0WZX6M,724940,94070,,San Carlos,CA,1968,,2/22/12
W2IZNH,724830,95630,,Folsom,CA,1994,,2/27/12
VK3UP5,724830,95819,,Sacramento CO,CA,1927,,1/23/12
6B7JEK,724830,95608,,Carmichael,CA,1959,,1/23/12
ZGYQ4T,724830,95624,,Sacramento CO,CA,1974,,2/13/12
UKPC1K,724830,95670,,Rancho Cordova,CA,1962,,11/8/11
6G676H,724830,95628,,Fair Oaks,CA,1974,,1/18/12
SBI1JO,724930,94530,,El Cerrito,CA,1923,,2/23/12
ENB4L6,724837,95692,,Yuba City,CA,2002,,1/9/12
Z1AK4O,724830,95682,,Cameron Park,CA,1990,,11/4/11
SGHDPS1526228362,722886,91316,,,CA,1948,,6/25/12
AAMU91,724839,95677,,Rocklin,CA,1982,,3/9/12
43CSYJ,724837,95648,,Lincoln Village,CA,1960,,9/2/11
I8GOSN,724936,94806,,San Pablo,CA,1967,,8/17/11
XIYE4Y,724940,94941,,Mill Valley,CA,1983,,2/28/12
I743BZ,745090,95014,,Cupertino,CA,1970,,1/26/12
ELBBVI,724957,95404,,Santa Rosa,CA,1956,,2/9/12
5941HQ,724930,94530,,El Cerrito,CA,1941,,3/11/11
DRT3EY,724945,95117,,San Jose,CA,1960,,12/19/11
TQRMDJ,724839,95746,,Roseville,CA,1963,,9/6/11
ACY4Q9,724955,94590,,Vallejo,CA,1955,,12/2/11
SEHDPS1526388392,722976,91722,,,CA,1954,,1/12/12
UQS9LA,724940,94941,,Sausalito,CA,1940,,2/27/12
TO2RRL,724920,95336,,Manteca,CA,1966,,3/1/12
5RI5HW,724940,94116,,San Francisco CO,CA,1925,,12/12/11
7X5DAE,724839,95616,,Davis,CA,1965,,8/23/11
QGU4SD,745160,95687,,Vacaville,CA,1978,,3/23/12
