project_id,weather_station,zipcode,address,city,state,year_built,retrofit_start_date,retrofit_end_date
SEHDPS1526388195,723926,91320,,,CA,1966,,9/10/11
1A97L9,724830,95818,,Sacramento AP,CA,1940,,3/27/12
FY9T3M,745160,95694,,Winters,CA,1967,,3/15/12
M0HOE7,724930,94709,,Berkeley,CA,1920,,11/23/11
5ELVAR,723890,93611,,Clovis,CA,1988,,9/15/11
QXVIL6,724936,94553,,Martinez FS,CA,1975,,9/21/11
WAC3BG,724940,94117,,San Francisco CO,CA,1900,,11/11/11
WKW90D,724940,94132,,San Francisco AP,CA,1938,,1/23/12
0KLC6L,724839,95677,,Rocklin,CA,1978,,1/16/12
YU1TSU,724920,95203,,Stockton AP,CA,1941,,9/19/11
SUZZK8,724940,94116,,San Francisco CO,CA,1944,,1/9/12
4JUPYU,724930,94530,,El Cerrito,CA,1949,,2/14/12
M1TZZ6,745090,94062,,Woodside,CA,1951,,1/5/12
DOQZLN,724957,95409,,Santa Rosa,CA,1975,,10/24/11
DMZF6D,724837,95614,,Cool,CA,1984,,2/8/12
BDTF0T,724935,94587,,Union City,CA,1970,,12/23/11
06OSNU,724930,94612,,San Pablo,CA,1960,,2/27/12
SEHDPS1526388608,722899,91741,,,CA,1952,,5/16/12
WMPEEG,724936,94519,,Concord,CA,1953,,8/25/11
SEHDPS1526388607,722976,91789,,,CA,1963,,6/22/12
SEHDPS1526388604,723896,93292,,,CA,1998,,5/25/12
SEHDPS1526388605,722880,91030,,,CA,1959,,6/18/12
SEHDPS1526388602,722899,91711,,,CA,1958,,6/14/12
SEHDPS1526388212,722899,91711,,,CA,1925,,12/21/11
SEHDPS1526388600,722886,91301,,,CA,1971,,4/25/12
VSZ6YC,724955,94558,,Pleasanton,CA,1966,,12/21/11
VUDEB0,724935,94541,,Hayward,CA,1952,,1/26/12
SEHDPS1526388698,722899,91711,,,CA,Not Available,,5/21/12
LM147V,724940,94116,,San Francisco AP,CA,1947,,2/3/12
KEJA35,724930,94107,,San Francisco AP,CA,1933,,12/19/11
SEHDPS1526388196,722970,90712,,,CA,1950,,9/23/11
SEHDPS1526388197,722860,92530,,,CA,1989,,1/6/12
OYJ4PB,724930,94530,,El Cerrito,CA,1950,,3/15/12
G06AAH,724940,94127,,San Francisco CO,CA,1927,,11/18/11
SEHDPS1526388191,722860,92567,,,CA,1990,,10/29/11
K35YH5,724839,95677,,Rocklin,CA,1994,,1/24/12
SEHDPS1526388198,722880,91001,,,CA,1927,,10/26/11
SEHDPS1526388282,723820,93551,,,CA,1987,,1/3/12
SEHDPS1526388283,722970,90803,,,CA,1945,,12/23/11
SEHDPS1526388280,722899,91741,,,CA,1956,,10/16/12
SEHDPS1526388281,722970,90808,,,CA,Not Available,,12/21/11
SEHDPS1526388286,722976,90650,,,CA,Not Available,,12/30/11
SEHDPS1526388287,723820,93551,,,CA,1989,,11/7/11
SEHDPS1526388284,722956,90717,,,CA,1905,,6/18/12
U0ZK0A,724940,94066,,San Bruno,CA,1951,,2/5/12
SEHDPS1526388289,722899,91711,,,CA,1939,,12/13/11
SAOPQP,724935,94544,,Hayward,CA,1955,,2/17/12
MMJWDG,724830,95608,,Carmichael,CA,1959,,11/14/11
SEHDPS1526388512,722886,91321,,,CA,1966,,2/15/12
SEHDPS1526388510,722899,91724,,,CA,1957,,2/21/12
SEHDPS1526388516,722976,91723,,,CA,1951,,5/30/12
SEHDPS1526388518,722976,91790,,,CA,1953,,4/9/12
SEHDPS1526388693,723895,93247,,,CA,Not Available,,5/14/12
74L4A6,724935,94546,,Castro Valley,CA,1958,,12/9/11
3S951U,724940,94010,,Burlingame,CA,1929,,1/17/12
U2Q31E,724927,94566,,Lincoln Village,CA,1989,,1/21/12
SEHDPS1526388695,722976,91722,,,CA,1955,,7/11/12
E8F078,724936,94553,,Martinez FS,CA,1950,,9/8/11
0MNK4W,724830,95822,,Sacramento AP,CA,1962,,3/15/12
Z678T8,724839,95621,,Citrus Heights,CA,1970,,12/9/11
TROAYO,724830,95822,,Sacramento CO,CA,1956,,3/29/12
SP68BJ,724940,94116,,San Francisco CO,CA,1950,,3/15/12
J1W6SY,724839,95610,,Citrus Heights,CA,1960,,11/21/11
SEHDPS1526388998,722899,91724,,,CA,1957,,6/13/12
SEHDPS1526388999,722899,91724,,,CA,1956,,8/28/12
SEHDPS1526388458,722899,91765,,,CA,1964,,7/2/12
SEHDPS1526388696,747020,93202,,,CA,1962,,7/24/12
SEHDPS1526388466,722976,91744,,,CA,1953,,6/8/12
AYS7ZJ,723890,93727,,Fresno AP,CA,1985,,12/12/11
SEHDPS1526388152,722899,91711,,,CA,1906,,7/29/11
JR4PVL,745090,94305,,Stanford,CA,1991,,6/4/11
W2MAX5,724920,95204,,Stockton AP,CA,1939,,9/14/11
DRX1EM,724830,95608,,Carmichael,CA,1948,,2/8/12
SEHDPS1526388468,722976,91790,,,CA,1959,,6/5/12
SEHDPS1526388469,722976,91723,,,CA,1953,,4/6/12
NSNTVO,724830,95628,,Fair Oaks,CA,1969,,10/21/11
9447N9,724838,95953,,Yuba City,CA,1990,,3/22/12
7R1B2U,723896,93675,,Squaw Valley,CA,1981,,1/23/12
SEHDPS1526388862,722899,91711,,,CA,1959,,8/31/12
SEHDPS1526388860,722899,91773,,,CA,1961,,9/26/12
SEHDPS1526388867,722899,91711,,,CA,1963,,8/27/12
SEHDPS1526388864,722899,91741,,,CA,1954,,9/21/12
SEHDPS1526388868,722976,91791,,,CA,1963,,9/13/12
SEHDPS1526388869,722976,91706,,,CA,1961,,10/12/12
JXSV3G,724945,95125,,San Jose,CA,1930,,1/23/12
SEHDPS1526388646,722899,91711,,,CA,1966,,4/16/12
SXUQF5,724940,94114,,San Francisco CO,CA,1929,,3/5/12
WIVDKC,724830,95670,,Rancho Cordova,CA,1959,,2/28/12
VT1QO0,745090,94305,,Stanford,CA,1958,,2/28/12
RZLM64,724930,94602,,Oakland AP,CA,1936,,10/26/11
SEHDPS1526388151,722880,91030,,,CA,1900,,6/16/11
SGHDPS1526107380,722880,91506,,,CA,1951,,6/4/12
9MBYFV,724830,95608,,Sacramento CO,CA,1958,,2/7/12
1UFRLI,724830,95685,,Ione,CA,1972,,11/1/11
1TSVRB,724839,95838,,Sacramento AP,CA,1973,,1/16/12
SKH6EZ,724940,94402,,San Mateo,CA,1940,,2/24/12
MB0S73,724830,95821,,Sacramento CO,CA,1955,,3/16/12
QOPSDA,724830,95831,,Sacramento CO,CA,1979,,2/27/12
PSOCM1,724830,95691,,West Sacramento,CA,1940,,3/6/12
4MQ4S4,724830,95628,,Fair Oaks,CA,1988,,2/9/12
WTGE5M,724930,94609,,Oakland AP,CA,1930,,1/19/12
T2SI2H,745090,94062,,Redwood City,CA,1960,,8/19/11
I83BMI,724930,94605,,Oakland AP,CA,1970,,12/9/11
6LLQYN,724940,94080,,South San Francisco,CA,1957,,2/3/12
SEHDPS1526388157,722869,92377,,,CA,1990,,8/29/11
4447441601,722904,91910,806 DAVID DR,Chula Vista,CA,1965,,4/24/12
9LSS59,724839,95834,,Sacramento CO,CA,1974,,12/20/11
SEHDPS1526388645,722860,92404,,,CA,1948,,7/31/12
G457O7,745160,95687,,Vacaville,CA,1983,,9/12/11
RPMD93,724830,95824,,Sacramento CO,CA,1965,,9/29/11
6383593286,722900,92110,4855 JELLETT ST,San Diego,CA,1959,,4/16/12
06LL2O,724920,95219,,Stockton AP,CA,1967,,9/23/11
8RZMYY,724940,94112,,Berkeley,CA,1900,,11/16/11
D08HOE,724830,95670,,Carmichael,CA,1962,,1/12/12
O0BQV4,724945,95008,,Campbell,CA,1955,,1/3/12
HJZ909,724839,95838,,Sacramento CO,CA,1989,,2/15/12
YDWYMP,724935,94555,,Fremont,CA,1970,,12/21/11
5957568370,722930,92064,13544 ORCHARD GATE RD,Poway,Ca,1971,,3/26/12
IUOLZL,745090,94041,,Palo Alto,CA,1941,,3/8/12
YLFTWC,724957,95405,,Santa Rosa,CA,1985,,2/29/12
PMS0PK,724945,95125,,San Jose,CA,1961,,11/29/11
IVZDBU,724930,94706,,Albany,CA,1925,,12/13/11
VFX9QU,725845,95713,,Colfax,CA,1982,,10/26/11
ZXBI34,724930,94602,,Oakland AP,CA,1934,,12/15/11
SGHDPS1526258357,722886,91307,,,CA,1957,,9/21/12
IQZY6J,724920,95336,,Manteca,CA,1988,,3/14/12
J5KC8V,724830,95826,,Sacramento CO,CA,1965,,3/19/12
SGHDPS1526295841,722880,91602,,,CA,1948,,10/4/12
QZQG9S,724830,95608,,Carmichael,CA,1955,,3/19/12
VWPWP7,724930,94619,,Oakland AP,CA,1925,,1/7/12
W05KRL,724830,95608,,Carmichael,CA,1984,,11/30/11
4ULJZM,724940,94402,,San Mateo,CA,1950,,1/11/12
P9JRTP,724945,95118,,San Jose,CA,1962,,3/6/12
99GOC5,724830,95762,,El Dorado Hills,CA,1992,,9/19/11
JRC1CS,724957,95405,,nan,CA,1980,,12/27/11
O1ESJA,724936,94564,,Pinole,CA,1964,,12/22/11
Z86AIA,724930,94611,,Piedmont,CA,1914,,2/8/12
9198372805,722904,91910,575 FIG AVE,Chula Vista,CA,1956,,6/15/12
JJV097,724930,94556,,Moraga,CA,1964,,11/16/11
SGHDPS1525851177,722886,91303,,,CA,1956,,4/4/12
COZW83,724830,95831,,Sacramento AP,CA,1970,,2/15/12
HVWB53,724945,95126,,San Jose,CA,1922,,12/29/11
SGHDPS1526257975,722897,93401,,,CA,1973,,8/14/12
WO2HL3,724930,94706,,Albany,CA,1924,,3/22/12
SEHDPS1526388465,722976,91790,,,CA,1954,,5/17/12
48DJ61,724830,95817,,Sacramento CO,CA,1947,,1/13/12
7FE7AR,723890,93728,,Fresno AP,CA,1946,,10/27/11
YTR9ZV,745090,94061,,Redwood City,CA,1952,,1/26/12
Q40JGZ,724830,95822,,Sacramento AP,CA,1980,,3/21/12
PZVTUY,724940,94019,,Half Moon Bay,CA,1908,,3/2/12
419L6B,724815,95329,,Modesto,CA,1995,,3/7/12
SEHDPS1526388731,723896,93277,,,CA,1975,,6/6/12
HHHUXH,724930,94107,,San Francisco AP,CA,1926,,3/19/12
0KHH78,745160,95620,,Dixon,CA,1970,,3/16/12
SEHDPS1526388728,722976,90638,,,CA,1957,,7/10/12
SEHDPS1526388725,722970,90807,,,CA,1942,,7/9/12
SEHDPS1526388724,723926,91361,,,CA,1972,,8/24/12
SEHDPS1526388727,722970,90814,,,CA,1987,,8/9/12
WC4IQ1,724935,94544,,Hayward,CA,1955,,12/30/11
SEHDPS1526388721,722970,90815,,,CA,1954,,8/14/12
SEHDPS1526388720,722950,90302,,,CA,Not Available,,6/14/12
VAY04U,745090,94025,,Menlo Park,CA,1959,,2/10/12
BGWI2U,724920,95204,,Stockton AP,CA,1949,,2/15/12
2PJS28,724839,95678,,Vacaville,CA,1977,,3/13/12
VFM95K,724839,95621,,Citrus Heights,CA,1977,,12/29/11
5XCFFF,724926,95361,,Oakdale,CA,1995,,9/30/11
YKW2M9,724830,95628,,Fair Oaks,CA,1999,,1/16/12
X79IM3,745090,95014,,Cupertino,CA,1964,,1/13/12
QRJJCO,724839,95610,,Citrus Heights,CA,1977,,2/28/12
SEHDPS1526388166,722886,91340,,,CA,1969,,9/2/11
SEHDPS1526388611,722976,91790,,,CA,1952,,6/19/12
SEHDPS1526388615,722869,92376,,,CA,1963,,7/2/12
BXO14Z,724940,94010,,Burlingame,CA,1950,,11/22/11
F9GMO7,724930,94609,,Oakland AP,CA,1914,,3/13/12
GN9HMY,724940,94118,,San Francisco AP,CA,1921,,8/31/11
SEHDPS1526388618,722880,91001,,,CA,1950,,5/10/12
3UFLTZ,724940,94070,,San Carlos,CA,1941,,2/28/12
T387RK,724830,95758,,Elk Grove,CA,1992,,11/22/11
BGR2JI,745090,94062,,Redwood City,CA,1916,,11/28/11
6O7ZAM,745090,94086,,Sunnyvale,CA,1940,,2/17/12
08OPSB,724830,95824,,Sacramento AP,CA,1949,,3/19/12
ZG34ZT,724830,95608,,Carmichael,CA,1957,,2/10/12
8UJOPE,724930,94530,,El Cerrito,CA,1945,,9/15/11
SJ8XLA,724830,95826,,Sacramento CO,CA,1968,,12/19/11
2BHUB4,745090,94062,,Redwood City,CA,1924,,11/28/11
C19YQ1,724830,95608,,Carmichael,CA,1969,,3/26/12
WRPCSM,724936,94805,,Richmond,CA,1950,,1/9/12
LNJC5U,745090,94061,,Redwood City,CA,1963,,12/2/11
XLCN3O,723890,93710,,Fresno AP,CA,1977,,2/24/12
7TFME4,745090,94040,,Mountain View,CA,1958,,3/12/12
11AD34,745090,95014,,Cupertino,CA,1968,,3/2/12
3YYIM4,724830,95608,,Carmichael,CA,1956,,11/29/11
MAWGWR,724955,94947,,Novato,CA,1986,,2/27/12
SEHDPS1526388181,722899,91784,,,CA,1950,,9/2/11
SEHDPS1526388180,722977,92705,,,CA,1966,,7/29/11
SEHDPS1526388183,722860,92373,,,CA,1923,,9/6/11
RE0WBO,724830,95608,,Carmichael,CA,1950,,10/21/11
SEHDPS1526388185,722880,91001,,,CA,1947,,8/16/11
W23YHP,745090,94063,,Redwood City,CA,1955,,3/12/12
SEHDPS1526388187,722977,92867,,,CA,1962,,10/24/11
SEHDPS1526388186,722976,91016,,,CA,1940,,11/4/11
SEHDPS1526388295,722976,91706,,,CA,1958,,5/18/12
SEHDPS1526388294,722977,92626,,,CA,1966,,1/23/12
8R1J72,724930,94708,,Berkeley,CA,1938,,2/22/12
SEHDPS1526388296,722976,91745,,,CA,1974,,12/23/11
SEHDPS1526388290,722880,91011,,,CA,1937,,2/13/12
3QD9HA,724940,94402,,San Mateo,CA,1951,,3/1/12
SEHDPS1526388299,722880,91214,,,CA,1905,,12/21/11
1RQUKM,724930,94618,,Oakland Museum,CA,1939,,10/20/11
SEHDPS1526388505,722976,91790,,,CA,1953,,5/30/12
SEHDPS1526388500,722899,91773,,,CA,1964,,3/5/12
SEHDPS1526388503,722976,91790,,,CA,1953,,7/13/12
87KAQ9,724945,95124,,San Jose,CA,1956,,3/23/12
SEHDPS1526388509,722956,90250,,,CA,1942,,2/27/12
8ND7C2,724830,95618,,Davis,CA,1962,,11/8/11
8PKH15,724940,94110,,San Francisco AP,CA,1948,,3/6/12
JKAHC1,724930,94608,,Oakland Museum,CA,1924,,1/17/12
9Z46N1,724838,95991,,Yuba City,CA,1960,,11/1/11
VMYTBG,724957,95404,,Santa Rosa,CA,1989,,3/6/12
VPNOB2,724839,95610,,Citrus Heights,CA,1977,,1/25/12
7JAQIV,724936,94563,,Orinda,CA,1957,,3/21/12
PA3VU6,724945,95070,,Saratoga,CA,1968,,2/16/12
I4RD8G,724830,95819,,Sacramento AP,CA,1936,,3/26/12
SEHDPS1526388479,723895,93257,,,CA,1942,,5/3/12
SEHDPS1526388478,722976,91790,,,CA,Not Available,,5/18/12
IFMCR0,724940,94134,,Berkeley,CA,1940,,2/16/12
SEHDPS1526388473,722976,91790,,,CA,1953,,2/21/12
9T2PVB,724940,94110,,San Francisco CO,CA,1907,,3/27/12
SEHDPS1526388474,723816,93536,,,CA,1984,,1/19/12
SEHDPS1526388477,722976,91790,,,CA,1954,,7/10/12
SEHDPS1526388476,722976,91723,,,CA,1964,,5/21/12
S51LQ6,724940,94127,,San Francisco CO,CA,1924,,2/27/12
1NOOB1,724940,94118,,San Francisco CO,CA,1926,,3/14/12
T0HD9T,745160,94533,,Martinez FS,CA,1966,,1/24/12
PWJ0VU,724920,95336,,Manteca,CA,1997,,3/6/12
6C015C,745090,94086,,Sunnyvale,CA,1963,,1/27/12
9ZCTJ0,724830,95608,,Carmichael,CA,1959,,2/28/12
2053166806,722903,92124,11148 VIA TEMPRANO,San Diego,CA,1977,,7/30/12
EE30VY,724930,94609,,Berkeley,CA,1910,,3/2/12
68IHWH,724839,95677,,Rocklin,CA,1985,,3/23/12
SEHDPS1526388875,722976,91722,,,CA,1953,,8/29/12
143ZOR,724830,95824,,Sacramento CO,CA,1968,,6/22/11
SEHDPS1526388877,722976,91790,,,CA,1954,,8/31/12
SEHDPS1526388876,722899,91711,,,CA,1936,,7/31/12
SEHDPS1526388870,722976,91790,,,CA,1955,,8/13/12
SEHDPS1526388873,722899,91711,,,CA,1950,,8/2/12
SEHDPS1526388872,723896,93277,,,CA,1962,,8/24/12
SEHDPS1526388983,722880,91001,,,CA,1961,,10/1/12
SEHDPS1526388989,722899,91711,,,CA,1954,,10/22/12
25BM0V,745090,94025,,Menlo Park,CA,1949,,10/20/11
B7Y63J,724830,95758,,Elk Grove,CA,1986,,1/20/12
A5PGDU,725910,95928,,Chico Exp Sta,CA,1969,,12/20/11
NPO4NP,724945,95118,,San Jose,CA,1955,,12/14/11
HTRETY,724830,95820,,Sacramento CO,CA,1961,,3/27/12
SGHDPS1525846761,722880,90032,,,CA,1941,,3/12/12
2Z4QVZ,724936,94805,,Richmond,CA,1951,,3/3/12
TJ9OH4,724936,94595,,Walnut Creek,CA,1979,,12/6/11
T6N7XW,724830,95667,,Placerville,CA,1964,,12/27/11
DIT6E7,724930,94611,,Oakland AP,CA,1904,,3/29/12
QBXHQ1,745090,95014,,Cupertino,CA,1958,,12/23/11
15BGQ1,724830,95820,,Sacramento CO,CA,1951,,11/16/11
C9HHHP,724940,94112,,San Francisco CO,CA,1940,,2/8/12
T18GVA,724830,95628,,Fair Oaks,CA,1974,,11/11/11
5KOEHC,725905,95482,,Ukiah,CA,1920,,1/6/12
EXCTOC,724945,95136,,San Jose,CA,1972,,12/29/11
0XFH6R,724936,94521,,Concord,CA,1960,,2/22/12
CTY5ZE,724830,95608,,Carmichael,CA,1951,,1/21/12
SEHDPS1526388237,722956,90043,,,CA,Not Available,,12/14/11
VILO8D,724945,95123,,San Jose,CA,1973,,3/6/12
BU1J8H,724930,94610,,Oakland AP,CA,1920,,11/3/11
4SD1W5,724940,94002,,Belmont,CA,1979,,12/8/11
UWLWWO,724945,95125,,San Jose,CA,1940,,3/1/12
644EBN,724936,94805,,Richmond,CA,1923,,3/12/12
AGYO9S,724930,94501,,Alameda NAS,CA,1925,,2/15/12
4447390154,722904,91910,842 LORI LN,Chula Vista,CA,1962,,10/3/11
AS37T9,724945,95030,,Los Gatos,CA,1962,,2/10/12
0GR9Z1,724830,95824,,nan,CA,1965,,6/27/11
FEAT8W,724940,94066,,San Bruno,CA,1957,,10/11/11
SGHDPS1526367054,722880,91104,,,CA,1923,,10/10/12
DOX7EW,724955,94901,,San Rafael,CA,1962,,3/16/12
J7O42U,724920,95209,,Stockton AP,CA,1978,,1/22/12
3LWFNK,724940,94122,,San Francisco AP,CA,1965,,2/28/12
7AN4CJ,724930,94611,,Oakland Museum,CA,1972,,12/9/11
74WY2Y,724830,95628,,Fair Oaks,CA,1977,,2/6/12
AOUKTH,724839,95746,,Roseville,CA,1965,,10/5/11
8942098159,722904,91910,1253 POSITAS RD,Chula Vista,CA,1991,,7/13/12
7PEOVY,724830,95825,,Sacramento CO,CA,1958,,3/1/12
X6JD69,724839,95841,,Sacramento CO,CA,1959,,1/19/12
HU6W0I,724936,94523,,Pleasant Hill,CA,1951,,12/29/11
V0UZXA,724936,94598,,Walnut Creek,CA,1956,,1/7/12
C2D8LA,724837,95603,,Auburn,CA,1991,,9/12/11
QV68P0,724930,94611,,Piedmont,CA,1978,,1/10/12
41XGG3,724940,94131,,San Francisco AP,CA,1983,,3/5/12
SEHDPS1526383823,722899,91750,,,CA,1968,,8/1/12
3TE2XX,724957,94928,,Sonoma,CA,1975,,11/22/11
SEHDPS1526383827,722899,91711,,,CA,1955,,10/3/12
ZC0WVS,724945,95148,,San Jose,CA,1984,,1/23/12
SEHDPS1526383824,722970,90713,,,CA,1955,,8/27/12
SEHDPS1526383829,722976,91790,,,CA,1957,,9/28/12
W788A8,724920,95209,,Stockton AP,CA,1954,,10/31/11
JJUKU7,724830,95822,,Sacramento AP,CA,1940,,3/5/12
5336828351,722930,92126,10917 MONTONGO ST,San Diego,CA,1975,,5/16/12
FZHGZ9,724830,95670,,Rancho Cordova,CA,1985,,1/28/12
09XBZT,724930,94605,,Oakland AP,CA,1967,,12/15/11
SEHDPS1526388240,722899,91711,,,CA,1924,,2/3/12
SGHDPS1526258344,723940,93455,,,CA,1992,,7/27/12
DISNDT,724945,95112,,San Jose,CA,1918,,2/1/12
HEIPE5,724839,95841,,Sacramento CO,CA,1959,,2/29/12
SGHDPS1526258341,722885,90049,,,CA,1948,,7/5/12
G0ZDNT,724920,95366,,Ripon,CA,1972,,2/17/12
9K2GDP,724940,94066,,San Bruno,CA,1960,,1/19/12
S0FAAZ,724830,95864,,Sacramento CO,CA,1950,,1/2/12
75VSY2,724940,94030,,Millbrae,CA,1933,,12/19/11
QGNX1W,724926,95355,,Modesto,CA,1979,,3/30/12
3MDBBP,724930,94804,,Richmond,CA,1955,,3/15/12
A4OPYZ,724930,94708,,Berkeley,CA,1973,,3/9/11
FAISDG,724930,94708,,Berkeley,CA,1959,,2/9/12
LI828V,724830,95826,,Sacramento AP,CA,1965,,12/16/11
ORU11L,724830,95825,,Sacramento AP,CA,1967,,3/6/12
XMFYE7,745160,94535,,Fairfield FS,CA,1977,,3/15/12
RL9ICH,724940,94114,,San Francisco CO,CA,1900,,2/28/12
PP4V0F,724920,95210,,Stockton AP,CA,1989,,11/12/11
VV9XFO,724930,94530,,El Cerrito,CA,1970,,9/19/11
SEHDPS1526388784,723896,93277,,,CA,1969,,9/5/12
ZKE97F,724936,94596,,Walnut Creek,CA,1969,,9/19/11
2G6C47,724945,95129,,San Jose,CA,1956,,3/8/12
XZP0XP,725910,95969,,Paradise,CA,1988,,12/6/11
5U5P80,724920,95215,,Stockton AP,CA,1982,,3/14/12
OVYM2X,724930,94619,,Oakland Museum,CA,1967,,10/27/11
Q6I15H,724837,95603,,Auburn,CA,1977,,9/26/11
YVT625,745090,94024,,Los Altos,CA,1952,,9/15/11
K5R3SL,724936,94565,,Walnut Creek,CA,1950,,2/2/12
SEHDPS1526388250,722899,91711,,,CA,1950,,12/21/11
W6WPU0,724920,95204,,Stockton AP,CA,1938,,3/30/12
5BT9F5,724940,94402,,San Mateo,CA,1964,,3/14/12
SEHDPS1526388833,722976,91722,,,CA,1954,,10/1/12
SEHDPS1526388252,722860,92557,,,CA,1986,,12/13/11
R6FZWS,724930,94530,,Sacramento CO,CA,1949,,7/20/11
SEHDPS1526388549,722880,91001,,,CA,1958,,7/12/12
W1Y3FW,724839,95610,,Citrus Heights,CA,1990,,11/9/11
KIQOSI,724830,95608,,Carmichael,CA,1959,,3/7/12
SEHDPS1526388620,722976,91722,,,CA,1956,,5/31/12
JYWDAC,724839,95833,,Sacramento CO,CA,1979,,2/1/12
67341S,724920,95642,,Ione,CA,1938,,12/5/11
XTJLSU,724830,95640,,Ione,CA,1974,,1/17/12
7905S7,724815,95322,,Newman,CA,1987,,12/21/11
SEHDPS1526388624,722885,90402,,,CA,1936,,8/20/12
1N2GCX,724935,94541,,Hayward,CA,1952,,3/6/12
81EHOM,724830,95608,,Carmichael,CA,1962,,2/16/12
RNDQCF,724936,94510,,Benicia,CA,1988,,2/17/12
IDY6FF,724830,95864,,Sacramento CO,CA,1963,,11/1/11
MHKY84,745090,94062,,Redwood City,CA,1947,,3/4/12
SEHDPS1526388666,722869,92405,,,CA,1924,,7/31/12
SEHDPS1526388660,722976,91722,,,CA,1957,,4/10/12
SEHDPS1526388661,722899,91710,,,CA,1978,,8/9/12
Q9CJNK,724830,95827,,Sacramento CO,CA,1960,,2/7/12
7AVB4Q,723890,93722,,Fresno AP,CA,1984,,8/15/11
SOI7OL,724839,95621,,Citrus Heights,CA,1978,,1/4/12
BTNC1D,724940,94044,,Pacifica,CA,1963,,2/17/12
HXODJO,745090,94025,,Menlo Park,CA,1952,,11/3/11
SGHDPS1525993634,722885,90036,,,CA,1929,,4/17/12
CDAPAW,724940,94066,,San Bruno,CA,1963,,12/27/11
MX0S76,724839,95662,,Orangevale,CA,1978,,11/23/11
LZC87E,724830,95670,,Rancho Cordova,CA,1971,,3/12/12
XGKZ3J,745090,94028,,Portola,CA,1950,,11/16/11
UVD6WP,724830,95624,,Elk Grove,CA,1998,,1/11/12
SGHDPS1526278732,723940,93455,,,CA,1983,,9/19/12
KYWSZA,724945,95138,,San Jose,CA,2004,,12/28/11
MPNL2A,724830,95682,,Shingle Springs,CA,1979,,1/12/12
UP3Z7D,723890,93720,,Fresno AP,CA,2000,,2/22/12
8J97V0,724930,94610,,Oakland AP,CA,1914,,3/22/12
XR9QBS,724839,95660,,Citrus Heights,CA,1960,,2/15/12
T23WOG,724920,95240,,Lodi,CA,1983,,2/17/12
1WMJMU,724940,94010,,Burlingame,CA,1945,,2/6/12
TNQGO5,724830,95608,,Carmichael,CA,1974,,12/5/11
SEHDPS1526388269,722976,91791,,,CA,1951,,12/10/11
LMWCAX,724926,95350,,Modesto,CA,1947,,2/21/12
P4C13W,724940,94114,,San Francisco CO,CA,1903,,12/22/11
6551792357,722903,92124,4969 PAGUERA CT,Sn Diego,CA,1977,,7/11/12
SEHDPS1526388260,722899,91711,,,CA,1954,,12/8/11
SEHDPS1526388262,722976,91792,,,CA,1956,,12/10/11
SEHDPS1526388264,722976,91016,,,CA,1938,,7/3/12
SEHDPS1526388265,723926,91361,,,CA,1969,,1/3/12
P3J60O,725910,95969,,Paradise,CA,1971,,11/11/11
SEHDPS1526388267,722899,91768,,,CA,1959,,1/5/12
8GHAPY,724936,94518,,Concord,CA,1985,,2/27/12
3FPZJE,724945,95148,,San Jose,CA,1995,,1/25/12
WXOM5Q,724830,95670,,Gold River,CA,1994,,1/20/12
99XP0A,745090,94062,,Redwood City,CA,1940,,2/12/12
VDW9IA,724920,95207,,Stockton AP,CA,1980,,9/15/11
RDSVWY,724926,95358,,Modesto,CA,1989,,9/23/11
97HXQT,724940,94070,,San Carlos,CA,1972,,2/10/12
1WZI0X,724830,95816,,Sacramento AP,CA,1925,,3/20/12
OVCUHP,724930,94556,,Moraga,CA,1961,,3/14/12
6V1R0H,724935,94541,,Hayward,CA,1965,,1/9/12
SEHDPS1526388408,722976,91791,,,CA,1961,,5/22/12
SEHDPS1526388404,722899,91724,,,CA,1957,,2/3/12
G577GY,724830,95758,,Elk Grove,CA,1987,,2/24/12
SEHDPS1526388401,722976,91722,,,CA,1954,,12/27/11
UK7WPC,724935,94544,,Hayward,CA,1947,,3/20/12
Z2K7JB,724830,95762,,El Dorado Hills,CA,1988,,1/3/12
OKC5OH,724830,95618,,Davis,CA,1996,,8/31/11
HSZCNM,724830,95623,,El Dorado Hills,CA,1981,,9/2/11
LSNHBI,724920,95219,,Stockton AP,CA,1984,,9/16/11
37PC02,724926,95356,,Modesto,CA,1987,,12/7/11
55E0IP,745090,94025,,Menlo Park,CA,1945,,2/24/12
6R03S3,724957,95407,,Santa Rosa,CA,1925,,3/19/12
SGHDPS1525861742,722880,90039,,,CA,1915,,12/11/13
AF8JKD,724830,95831,,Sacramento CO,CA,1959,,1/11/12
1C6FCC,724936,94806,,Richmond,CA,1963,,2/22/12
AE5UEJ,725905,95482,,Ukiah,CA,1968,,10/6/11
3OPGKZ,724930,94804,,Richmond,CA,1941,,3/13/12
EUCAGL,724935,94546,,Castro Valley,CA,1960,,3/21/12
3NE5XK,745090,94025,,Menlo Park,CA,1973,,7/29/11
SEHDPS1526388882,722899,91766,,,CA,1981,,8/31/12
SGHDPS1526232212,747020,93245,,,CA,1974,,9/19/12
SEHDPS1526388310,722956,90505,,,CA,1956,,1/17/12
SEHDPS1526388311,722976,90601,,,CA,1922,,2/8/12
SEHDPS1526388314,722976,90650,,,CA,1950,,2/6/12
SEHDPS1526388315,722956,90277,,,CA,1947,,1/17/12
0RPOT9,724830,95630,,Folsom,CA,1990,,2/28/12
